Test_Number,Experiment_ID,Profile,Start_X,Start_Y,Goal_X,Goal_Y,Euclidean_Distance,Dijkstra_Success,Dijkstra_Path_Length,Dijkstra_Cost,AStar_Success,AStar_Path_Length,AStar_Cost,Safety_Success,Safety_Path_Length,Safety_Cost,Balanced_Success,Balanced_Path_Length,Balanced_Cost
2,75,Defensive,334.47,464.84,203.08,265.79,238.51,1,22,51.559,1,22,51.559,1,37,39.1242,1,36,13.0055
2,75,Dynamic,334.47,464.84,203.08,265.79,238.51,1,23,31.4023,1,23,31.5644,1,37,35.5575,1,34,10.2628
2,76,Offensive,208.96,450.02,321.49,190.3,283.05,1,27,27.3184,1,27,27.4071,1,56,6.9142,1,27,3.9031
2,76,Neutral,208.96,450.02,321.49,190.3,283.05,1,27,35.985,1,27,35.985,1,29,8.7235,1,28,4.3672
2,76,Defensive,208.96,450.02,321.49,190.3,283.05,1,27,53.3184,1,27,53.3184,1,29,10.5901,1,28,6.5508
2,76,Dynamic,208.96,450.02,321.49,190.3,283.05,1,27,27.3184,1,27,27.4071,1,56,6.9142,1,27,3.9031
2,77,Offensive,208.15,469.16,352.02,281.46,236.5,1,26,30.8798,1,27,31.0959,1,34,33.861,1,28,8.49
2,77,Neutral,208.15,469.16,352.02,281.46,236.5,1,25,39.126,1,25,39.126,1,34,34.961,1,29,9.8356
2,77,Defensive,208.15,469.16,352.02,281.46,236.5,1,22,55.0493,1,22,55.0493,1,34,37.161,1,30,11.398
2,77,Dynamic,208.15,469.16,352.02,281.46,236.5,1,26,31.2131,1,27,31.4292,1,34,33.8943,1,28,9.1704
2,78,Offensive,56.78,150.62,242.81,336.38,262.89,1,37,36.0131,1,37,36.0131,1,38,3.7,1,37,5.1833
2,78,Neutral,56.78,150.62,242.81,336.38,262.89,1,27,47.5269,1,27,47.5269,1,37,4.9314,1,37,6.8936
2,78,Defensive,56.78,150.62,242.81,336.38,262.89,1,27,64.8602,1,27,64.8602,1,37,7.3314,1,37,10.3404
2,78,Dynamic,56.78,150.62,242.81,336.38,262.89,1,37,36.0131,1,37,36.0131,1,38,3.7,1,37,5.1833
2,79,Offensive,377.73,356.45,383.85,65.99,290.53,1,30,33.9535,1,30,34.7402,1,57,39.8791,1,31,12.3339
2,79,Neutral,377.73,356.45,383.85,65.99,290.53,1,30,43.6201,1,30,43.6201,1,57,41.7458,1,31,16.4452
2,79,Defensive,377.73,356.45,383.85,65.99,290.53,1,30,62.9535,1,30,62.9535,1,57,45.4791,1,36,19.26
2,79,Dynamic,377.73,356.45,383.85,65.99,290.53,1,30,34.2868,1,30,35.0736,1,57,39.9125,1,31,14.1019
2,80,Offensive,225.41,396.79,101.41,359.61,129.45,1,22,25.9493,1,22,25.9768,1,46,5.9142,1,22,6.6049
2,80,Neutral,225.41,396.79,101.41,359.61,129.45,1,15,30.885,1,15,30.885,1,46,7.4142,1,28,4.5255
2,80,Defensive,225.41,396.79,101.41,359.61,129.45,1,15,40.2183,1,15,40.2183,1,46,10.4142,1,28,5.5719
2,80,Dynamic,225.41,396.79,101.41,359.61,129.45,1,22,26.2826,1,22,26.3102,1,46,5.9142,1,22,7.1267
2,81,Offensive,89.37,170.13,387.8,53.45,320.43,1,37,42.4759,1,37,42.7932,1,55,28.0619,1,43,10.8305
2,81,Neutral,89.37,170.13,387.8,53.45,320.43,1,36,54.3209,1,36,54.3209,1,55,29.8619,1,44,11.5367
2,81,Defensive,89.37,170.13,387.8,53.45,320.43,1,35,77.4652,1,35,77.4652,1,55,33.4619,1,44,17.2309
2,81,Dynamic,89.37,170.13,387.8,53.45,320.43,1,37,42.8093,1,37,43.1265,1,55,28.0952,1,43,11.4468
2,82,Offensive,447.5,345.2,308.75,437.94,166.89,1,15,21.5442,1,15,21.5442,1,15,76.8419,1,15,8.2532
2,82,Neutral,447.5,345.2,308.75,437.94,166.89,1,15,26.2109,1,15,26.2109,1,15,77.3086,1,15,11.0043
2,82,Defensive,447.5,345.2,308.75,437.94,166.89,1,15,35.5442,1,15,35.5442,1,15,78.2419,1,15,16.5065
2,82,Dynamic,447.5,345.2,308.75,437.94,166.89,1,15,22.2109,1,15,22.2109,1,15,76.9086,1,15,10.2278
2,83,Offensive,189.11,439.88,433.86,147.23,381.5,1,35,37.3868,1,35,37.9936,1,68,27.3039,1,34,12.1167
2,83,Neutral,189.11,439.88,433.86,147.23,381.5,1,35,48.7201,1,35,48.7201,1,37,28.9798,1,36,12.8492
2,83,Defensive,189.11,439.88,433.86,147.23,381.5,1,34,71.0187,1,34,71.0187,1,37,31.3798,1,36,14.6846
2,83,Dynamic,189.11,439.88,433.86,147.23,381.5,1,35,37.7201,1,35,38.327,1,68,27.3372,1,34,12.7563
2,84,Offensive,176.5,135.97,65.62,224.15,141.67,1,18,22.8241,1,18,22.8241,1,28,4.1142,1,17,8.5265
2,84,Neutral,176.5,135.97,65.62,224.15,141.67,1,18,28.4907,1,18,28.4907,1,27,5.0123,1,18,9.0488
2,84,Defensive,176.5,135.97,65.62,224.15,141.67,1,17,39.635,1,17,39.635,1,27,6.7456,1,18,13.5732
2,84,Dynamic,176.5,135.97,65.62,224.15,141.67,1,18,23.4907,1,18,23.4907,1,28,4.1142,1,17,9.8276
2,85,Offensive,206.79,263.08,281.66,242.27,77.72,1,11,11.4171,1,11,11.4171,1,12,8.4168,1,10,3.4992
2,85,Neutral,206.79,263.08,281.66,242.27,77.72,1,11,14.7504,1,11,14.7504,1,12,8.7835,1,11,2.7477
2,85,Defensive,206.79,263.08,281.66,242.27,77.72,1,10,21.2233,1,10,21.2233,1,12,9.5168,1,11,4.1216
2,85,Dynamic,206.79,263.08,281.66,242.27,77.72,1,11,11.4171,1,11,11.4171,1,12,8.4168,1,10,3.4992
2,86,Offensive,321.2,347.28,383.73,451.73,121.73,1,15,15.5638,1,14,15.756,1,16,13.6538,1,14,3.3247
2,86,Neutral,321.2,347.28,383.73,451.73,121.73,1,12,19.4385,1,12,19.4385,1,16,14.1538,1,15,2.9553
2,86,Defensive,321.2,347.28,383.73,451.73,121.73,1,12,26.7719,1,12,26.7719,1,16,15.1538,1,15,4.433
2,86,Dynamic,321.2,347.28,383.73,451.73,121.73,1,15,15.5638,1,14,15.756,1,16,13.6538,1,14,3.3247
2,87,Offensive,164.97,257.38,338.04,473.24,276.67,1,28,33.9447,1,29,34.4257,1,40,3.9,1,33,9.4027
2,87,Neutral,164.97,257.38,338.04,473.24,276.67,1,28,42.9447,1,28,42.9447,1,40,5.2,1,38,7.8027
2,87,Defensive,164.97,257.38,338.04,473.24,276.67,1,28,60.9447,1,28,60.9447,1,40,7.8,1,38,11.657
2,87,Dynamic,164.97,257.38,338.04,473.24,276.67,1,28,34.6113,1,29,35.0924,1,40,3.9,1,38,6.0429
2,88,Offensive,254.39,461.44,413.74,440.21,160.76,1,17,22.5995,1,17,22.5995,1,37,16.5409,1,18,6.7979
2,88,Neutral,254.39,461.44,413.74,440.21,160.76,1,17,27.9329,1,17,27.9329,1,37,17.7409,1,18,9.0639
2,88,Defensive,254.39,461.44,413.74,440.21,160.76,1,17,38.5995,1,17,38.5995,1,37,20.1409,1,18,13.5959
2,88,Dynamic,254.39,461.44,413.74,440.21,160.76,1,17,23.2662,1,17,23.2662,1,37,16.5409,1,18,7.9752
2,89,Offensive,297.83,350.95,212.04,257.71,126.71,1,11,18.5843,1,11,18.5843,1,22,46.2147,1,11,9.2756
2,89,Neutral,297.83,350.95,212.04,257.71,126.71,1,11,21.9177,1,11,21.9177,1,22,46.9147,1,21,8.8695
2,89,Defensive,297.83,350.95,212.04,257.71,126.71,1,11,28.5843,1,11,28.5843,1,22,48.3147,1,21,11.8323
2,89,Dynamic,297.83,350.95,212.04,257.71,126.71,1,11,19.5843,1,11,19.5843,1,22,46.248,1,11,11.5634
2,90,Offensive,394.38,141.17,269.52,85.86,136.56,1,14,28.9999,1,14,28.9999,1,22,111.8813,1,20,12.4943
2,90,Neutral,394.38,141.17,269.52,85.86,136.56,1,14,33.3332,1,14,33.3332,1,22,112.5813,1,21,16.2485
2,90,Defensive,394.38,141.17,269.52,85.86,136.56,1,14,41.9999,1,14,41.9999,1,22,113.9813,1,21,24.5763
2,90,Dynamic,394.38,141.17,269.52,85.86,136.56,1,14,31.3332,1,14,31.3332,1,22,112.0146,1,20,20.1363
2,91,Offensive,270.09,79.58,51.09,144.83,228.51,1,23,26.7548,1,23,26.7548,1,27,31.4727,1,23,6.5119
2,91,Neutral,270.09,79.58,51.09,144.83,228.51,1,23,34.0882,1,23,34.0882,1,27,32.3394,1,23,8.6825
2,91,Defensive,270.09,79.58,51.09,144.83,228.51,1,23,48.7548,1,23,48.7548,1,27,34.0727,1,23,13.0238
2,91,Dynamic,270.09,79.58,51.09,144.83,228.51,1,23,27.0882,1,23,27.0882,1,27,31.506,1,23,7.6811
2,92,Offensive,416.24,114.22,31.97,442.51,505.4,1,50,49.1414,1,49,49.1826,1,50,6.3142,1,41,19.6313
2,92,Neutral,416.24,114.22,31.97,442.51,505.4,1,41,63.1614,1,41,63.1614,1,50,7.9476,1,50,13.7925
2,92,Defensive,416.24,114.22,31.97,442.51,505.4,1,41,89.8281,1,41,89.8281,1,50,11.2142,1,51,17.8693
2,92,Dynamic,416.24,114.22,31.97,442.51,505.4,1,50,49.1414,1,49,49.1826,1,50,6.3142,1,49,13.0792
2,93,Offensive,459.5,227.3,179.3,173.52,285.31,1,33,38.3014,1,36,38.4088,1,39,24.5886,1,38,7.4835
2,93,Neutral,459.5,227.3,179.3,173.52,285.31,1,33,48.968,1,33,48.968,1,39,25.8553,1,37,10.2435
2,93,Defensive,459.5,227.3,179.3,173.52,285.31,1,29,69.3036,1,29,69.3036,1,39,28.3886,1,38,14.1227
2,93,Dynamic,459.5,227.3,179.3,173.52,285.31,1,33,38.6347,1,36,38.7421,1,39,24.6219,1,38,8.0238
2,94,Offensive,458.99,54.67,254.84,245.98,279.78,1,23,27.4541,1,23,27.4541,1,24,52.694,1,23,7.5116
2,94,Neutral,458.99,54.67,254.84,245.98,279.78,1,23,34.7875,1,23,34.7875,1,24,53.4607,1,23,10.0155
2,94,Defensive,458.99,54.67,254.84,245.98,279.78,1,23,49.4541,1,23,49.4541,1,24,54.994,1,23,15.0233
2,94,Dynamic,458.99,54.67,254.84,245.98,279.78,1,23,28.4541,1,23,28.4541,1,24,52.794,1,23,11.0621
2,95,Offensive,442.87,317.27,38.03,408.22,414.93,1,44,43.6891,1,44,43.9724,1,66,7.9142,1,44,8.9166
2,95,Neutral,442.87,317.27,38.03,408.22,414.93,1,43,57.9325,1,43,57.9325,1,66,10.0809,1,45,10.3925
2,95,Defensive,442.87,317.27,38.03,408.22,414.93,1,43,85.9325,1,43,85.9325,1,46,13.9901,1,45,15.5888
2,95,Dynamic,442.87,317.27,38.03,408.22,414.93,1,44,43.6891,1,44,43.9724,1,66,7.9142,1,44,8.9166
2,96,Offensive,307.24,251.8,110.2,339.68,215.75,1,20,30.0662,1,20,30.0662,1,30,18.1686,1,20,12.3195
2,96,Neutral,307.24,251.8,110.2,339.68,215.75,1,20,36.3995,1,20,36.3995,1,30,19.1353,1,20,16.426
2,96,Defensive,307.24,251.8,110.2,339.68,215.75,1,20,49.0662,1,20,49.0662,1,30,21.0686,1,30,8.6076
2,96,Dynamic,307.24,251.8,110.2,339.68,215.75,1,30,30.5269,1,30,30.5269,1,30,18.1686,1,20,14.8355
2,97,Offensive,447.7,305.96,145.14,432.16,327.83,1,34,38.7345,1,34,38.741,1,37,51.2821,1,34,9.6398
2,97,Neutral,447.7,305.96,145.14,432.16,327.83,1,31,49.0879,1,31,49.0879,1,37,52.4821,1,35,10.955
2,97,Defensive,447.7,305.96,145.14,432.16,327.83,1,31,69.0879,1,31,69.0879,1,37,54.8821,1,36,16.4023
2,97,Dynamic,447.7,305.96,145.14,432.16,327.83,1,34,39.0678,1,34,39.0743,1,37,51.3154,1,34,10.6536
2,98,Offensive,360.32,247.83,100.25,439.82,323.26,1,33,43.1241,1,33,43.4987,1,41,93.4265,1,27,23.2261
2,98,Neutral,360.32,247.83,100.25,439.82,323.26,1,32,53.7009,1,32,53.7284,1,41,94.7599,1,33,20.5638
2,98,Defensive,360.32,247.83,100.25,439.82,323.26,1,27,71.9447,1,27,71.9447,1,41,97.4265,1,34,28.4942
2,98,Dynamic,360.32,247.83,100.25,439.82,323.26,1,33,44.7908,1,33,45.1654,1,41,93.5932,1,32,22.1157
2,99,Offensive,139.05,41.47,106.89,54.59,34.74,1,4,3.0,1,4,3.0,1,4,0.3,1,4,0.0212
2,99,Neutral,139.05,41.47,106.89,54.59,34.74,1,4,4.0,1,4,4.0,1,4,0.4,1,4,0.0283
2,99,Defensive,139.05,41.47,106.89,54.59,34.74,1,4,6.0,1,4,6.0,1,4,0.6,1,4,0.0424
2,99,Dynamic,139.05,41.47,106.89,54.59,34.74,1,4,3.0,1,4,3.0,1,4,0.3,1,4,0.0212
2,100,Offensive,365.97,69.34,85.69,279.7,350.44,1,29,33.6119,1,29,33.6119,1,53,52.0996,1,29,8.7464
2,100,Neutral,365.97,69.34,85.69,279.7,350.44,1,29,42.9452,1,29,42.9452,1,53,53.8329,1,29,11.6618
2,100,Defensive,365.97,69.34,85.69,279.7,350.44,1,29,61.6119,1,29,61.6119,1,53,57.2996,1,29,17.4927
2,100,Dynamic,365.97,69.34,85.69,279.7,350.44,1,29,34.6119,1,29,34.6119,1,53,52.1329,1,29,13.1485
3,1,Offensive,148.37,430.31,222.54,92.31,346.04,1,35,34.0922,1,35,34.0922,1,35,4.3223,1,35,4.511
3,1,Neutral,148.37,430.31,222.54,92.31,346.04,1,35,45.4256,1,35,45.4256,1,35,5.4556,1,35,5.928
3,1,Defensive,148.37,430.31,222.54,92.31,346.04,1,35,68.0922,1,35,68.0922,1,35,7.7223,1,35,8.892
3,1,Dynamic,148.37,430.31,222.54,92.31,346.04,1,35,34.0922,1,35,34.0922,1,35,4.3223,1,35,4.511
3,2,Offensive,169.0,262.22,315.34,190.37,163.02,1,16,15.8171,1,16,15.8171,1,17,1.6,1,16,1.584
3,2,Neutral,169.0,262.22,315.34,190.37,163.02,1,16,20.8171,1,16,20.8171,1,17,2.1333,1,16,2.1121
3,2,Defensive,169.0,262.22,315.34,190.37,163.02,1,16,30.8171,1,16,30.8171,1,17,3.2,1,17,2.2597
3,2,Dynamic,169.0,262.22,315.34,190.37,163.02,1,16,15.8171,1,16,15.8171,1,17,1.6,1,16,1.584
3,3,Offensive,35.31,58.68,37.87,107.36,48.74,1,11,16.7289,1,11,16.7289,1,16,63.8146,1,11,7.0428
3,3,Neutral,35.31,58.68,37.87,107.36,48.74,1,6,18.6054,1,6,18.6054,1,16,64.3146,1,11,9.3904
3,3,Defensive,35.31,58.68,37.87,107.36,48.74,1,6,21.9387,1,6,21.9387,1,16,65.3146,1,11,14.0856
3,3,Dynamic,35.31,58.68,37.87,107.36,48.74,1,11,17.7289,1,11,17.7289,1,16,63.8813,1,13,9.1045
3,4,Offensive,85.07,389.18,183.87,388.16,98.81,1,11,10.3172,1,11,10.3172,1,11,4.1724,1,11,0.6453
3,4,Neutral,85.07,389.18,183.87,388.16,98.81,1,11,13.6506,1,11,13.6506,1,11,4.5058,1,11,0.8604
3,4,Defensive,85.07,389.18,183.87,388.16,98.81,1,11,20.3172,1,11,20.3172,1,11,5.1724,1,11,1.2906
3,4,Dynamic,85.07,389.18,183.87,388.16,98.81,1,11,10.3172,1,11,10.3172,1,11,4.1724,1,11,0.6453
3,5,Offensive,224.33,472.25,351.46,67.56,424.19,1,42,41.0,1,42,41.2561,1,42,4.1,1,42,6.7464
3,5,Neutral,224.33,472.25,351.46,67.56,424.19,1,42,54.6667,1,42,54.9228,1,42,5.4667,1,42,8.9952
3,5,Defensive,224.33,472.25,351.46,67.56,424.19,1,42,82.0,1,42,82.0,1,42,8.2,1,42,13.4928
3,5,Dynamic,224.33,472.25,351.46,67.56,424.19,1,42,41.0,1,42,41.2561,1,42,4.1,1,42,6.7464
3,6,Offensive,384.35,150.09,375.77,343.98,194.08,1,28,31.8449,1,28,31.8449,1,43,46.0423,1,31,15.1753
3,6,Neutral,384.35,150.09,375.77,343.98,194.08,1,27,40.6309,1,27,40.6309,1,43,47.4423,1,28,9.3393
3,6,Defensive,384.35,150.09,375.77,343.98,194.08,1,23,56.9012,1,23,56.9012,1,29,49.5947,1,28,14.009
3,6,Dynamic,384.35,150.09,375.77,343.98,194.08,1,28,32.1782,1,28,32.1782,1,43,46.0756,1,29,9.1934
3,7,Offensive,149.17,356.46,190.32,234.04,129.15,1,16,16.1028,1,16,16.1028,1,19,7.7569,1,16,1.9595
3,7,Neutral,149.17,356.46,190.32,234.04,129.15,1,16,21.1028,1,16,21.1028,1,19,8.3569,1,16,2.6126
3,7,Defensive,149.17,356.46,190.32,234.04,129.15,1,13,30.7583,1,13,30.7583,1,19,9.5569,1,16,3.7042
3,7,Dynamic,149.17,356.46,190.32,234.04,129.15,1,16,16.1028,1,16,16.1028,1,19,7.7569,1,16,1.9595
3,8,Offensive,51.2,307.43,438.57,164.95,412.73,1,39,38.6662,1,39,38.8123,1,39,10.4616,1,39,7.268
3,8,Neutral,51.2,307.43,438.57,164.95,412.73,1,39,51.3328,1,39,51.3328,1,39,11.7282,1,39,7.9028
3,8,Defensive,51.2,307.43,438.57,164.95,412.73,1,39,76.6662,1,39,76.6662,1,39,14.2616,1,39,11.8542
3,8,Dynamic,51.2,307.43,438.57,164.95,412.73,1,39,38.6662,1,39,38.8123,1,39,10.4616,1,39,7.268
3,9,Offensive,466.09,437.69,175.48,134.26,420.15,1,38,43.7685,1,38,44.2046,1,45,60.126,1,41,17.4945
3,9,Neutral,466.09,437.69,175.48,134.26,420.15,1,38,56.1018,1,38,56.1018,1,45,61.5927,1,42,21.0115
3,9,Defensive,466.09,437.69,175.48,134.26,420.15,1,38,80.7685,1,38,80.7685,1,45,64.526,1,42,28.3492
3,9,Dynamic,466.09,437.69,175.48,134.26,420.15,1,38,45.1018,1,38,45.5379,1,45,60.2593,1,41,21.9521
3,10,Offensive,77.4,158.58,375.48,200.86,301.06,1,31,34.6594,1,31,34.6594,1,34,41.8313,1,31,7.7466
3,10,Neutral,77.4,158.58,375.48,200.86,301.06,1,31,44.6594,1,31,44.6594,1,34,42.9313,1,31,10.3288
3,10,Defensive,77.4,158.58,375.48,200.86,301.06,1,31,64.6594,1,31,64.6594,1,34,45.1313,1,31,15.4931
3,10,Dynamic,77.4,158.58,375.48,200.86,301.06,1,31,34.9928,1,31,34.9928,1,34,41.8646,1,31,8.6493
3,11,Offensive,82.78,285.6,156.1,21.37,274.21,1,27,26.0,1,27,26.4598,1,27,2.6,1,27,2.8283
3,11,Neutral,82.78,285.6,156.1,21.37,274.21,1,27,34.6667,1,27,34.6667,1,27,3.4667,1,27,3.3492
3,11,Defensive,82.78,285.6,156.1,21.37,274.21,1,27,52.0,1,27,52.0,1,27,5.2,1,27,5.0238
3,11,Dynamic,82.78,285.6,156.1,21.37,274.21,1,27,26.0,1,27,26.4598,1,27,2.6,1,27,2.8283
3,12,Offensive,58.92,212.22,234.5,445.51,291.98,1,26,25.6065,1,26,25.6065,1,27,2.6,1,26,3.5774
3,12,Neutral,58.92,212.22,234.5,445.51,291.98,1,26,33.9398,1,26,33.9398,1,27,3.4667,1,26,4.7699
3,12,Defensive,58.92,212.22,234.5,445.51,291.98,1,26,50.6065,1,26,50.6065,1,27,5.2,1,26,5.8537
3,12,Dynamic,58.92,212.22,234.5,445.51,291.98,1,26,25.6065,1,26,25.6065,1,27,2.6,1,26,3.5774
3,13,Offensive,453.51,223.41,59.78,349.16,413.33,1,44,50.9562,1,44,51.7374,1,53,79.2082,1,44,17.3445
3,13,Neutral,453.51,223.41,59.78,349.16,413.33,1,44,65.2896,1,44,65.3033,1,53,80.9415,1,45,25.1653
3,13,Defensive,453.51,223.41,59.78,349.16,413.33,1,43,93.3718,1,43,93.3718,1,53,84.4082,1,45,34.6695
3,13,Dynamic,453.51,223.41,59.78,349.16,413.33,1,44,52.2896,1,44,53.0707,1,53,79.3415,1,44,22.4123
3,14,Offensive,277.08,443.92,38.32,383.27,246.35,1,25,27.3596,1,25,27.3596,1,25,35.9955,1,25,5.329
3,14,Neutral,277.08,443.92,38.32,383.27,246.35,1,25,35.3596,1,25,35.3596,1,25,36.7955,1,25,7.1054
3,14,Defensive,277.08,443.92,38.32,383.27,246.35,1,25,51.3596,1,25,51.3596,1,25,38.3955,1,25,10.6581
3,14,Dynamic,277.08,443.92,38.32,383.27,246.35,1,25,27.6929,1,25,27.6929,1,25,36.0288,1,25,6.0198
3,15,Offensive,188.69,345.86,100.31,464.06,147.58,1,14,14.1998,1,14,15.263,1,14,13.2985,1,14,3.2989
3,15,Neutral,188.69,345.86,100.31,464.06,147.58,1,14,18.5332,1,14,18.5332,1,14,13.7318,1,14,4.3985
3,15,Defensive,188.69,345.86,100.31,464.06,147.58,1,13,26.9561,1,13,26.9561,1,14,14.5985,1,14,3.7012
3,15,Dynamic,188.69,345.86,100.31,464.06,147.58,1,14,14.1998,1,14,15.263,1,14,13.2985,1,14,3.2989
3,16,Offensive,98.64,22.41,238.2,66.53,146.36,1,15,14.4998,1,15,14.4998,1,15,6.3984,1,15,1.1472
3,16,Neutral,98.64,22.41,238.2,66.53,146.36,1,15,19.1665,1,15,19.1665,1,15,6.8651,1,15,1.5296
3,16,Defensive,98.64,22.41,238.2,66.53,146.36,1,15,28.4998,1,15,28.4998,1,15,7.7984,1,15,2.2944
3,16,Dynamic,98.64,22.41,238.2,66.53,146.36,1,15,14.4998,1,15,14.4998,1,15,6.3984,1,15,1.1472
3,17,Offensive,58.17,104.21,311.27,432.12,414.22,1,36,44.9484,1,36,45.8599,1,44,81.3129,1,40,15.3228
3,17,Neutral,58.17,104.21,311.27,432.12,414.22,1,36,56.6151,1,36,56.6151,1,44,82.7462,1,40,20.4304
3,17,Defensive,58.17,104.21,311.27,432.12,414.22,1,36,79.9484,1,36,79.9484,1,44,85.6129,1,40,30.0962
3,17,Dynamic,58.17,104.21,311.27,432.12,414.22,1,36,46.2818,1,36,47.1932,1,44,81.4462,1,40,20.7844
3,18,Offensive,65.55,232.22,77.01,269.76,39.25,1,4,3.0,1,4,3.0,1,4,0.3,1,4,0.0212
3,18,Neutral,65.55,232.22,77.01,269.76,39.25,1,4,4.0,1,4,4.0,1,4,0.4,1,4,0.0283
3,18,Defensive,65.55,232.22,77.01,269.76,39.25,1,4,6.0,1,4,6.0,1,4,0.6,1,4,0.0424
3,18,Dynamic,65.55,232.22,77.01,269.76,39.25,1,4,3.0,1,4,3.0,1,4,0.3,1,4,0.0212
3,19,Offensive,140.1,174.22,405.33,146.46,266.68,1,28,28.0711,1,28,28.1936,1,37,6.2476,1,28,3.7752
3,19,Neutral,140.1,174.22,405.33,146.46,266.68,1,28,37.0711,1,28,37.0711,1,37,7.4476,1,28,5.0335
3,19,Defensive,140.1,174.22,405.33,146.46,266.68,1,28,55.0711,1,28,55.0711,1,37,9.8476,1,28,7.5503
3,19,Dynamic,140.1,174.22,405.33,146.46,266.68,1,28,28.0711,1,28,28.1936,1,37,6.2476,1,28,3.7752
3,20,Offensive,304.66,295.63,417.22,458.93,198.32,1,17,17.0005,1,17,17.5104,1,17,11.6048,1,17,2.5017
3,20,Neutral,304.66,295.63,417.22,458.93,198.32,1,17,22.3338,1,17,22.5215,1,17,12.1381,1,17,3.3356
3,20,Defensive,304.66,295.63,417.22,458.93,198.32,1,17,33.0005,1,17,33.0005,1,17,13.2048,1,17,5.0034
3,20,Dynamic,304.66,295.63,417.22,458.93,198.32,1,17,17.0005,1,17,17.5104,1,17,11.6048,1,17,2.5017
3,21,Offensive,167.52,254.92,93.49,221.44,81.25,1,9,8.0,1,8,8.1784,1,9,0.8,1,8,1.4544
3,21,Neutral,167.52,254.92,93.49,221.44,81.25,1,8,10.5117,1,8,10.5117,1,9,1.0667,1,9,0.3925
3,21,Defensive,167.52,254.92,93.49,221.44,81.25,1,8,15.1784,1,8,15.1784,1,9,1.6,1,9,0.5887
3,21,Dynamic,167.52,254.92,93.49,221.44,81.25,1,9,8.0,1,8,8.1784,1,9,0.8,1,8,1.4544
3,22,Offensive,135.51,264.01,263.88,436.47,215.0,1,18,17.0,1,18,17.1537,1,18,1.7,1,18,1.2781
3,22,Neutral,135.51,264.01,263.88,436.47,215.0,1,18,22.6667,1,18,22.6667,1,18,2.2667,1,18,1.7042
3,22,Defensive,135.51,264.01,263.88,436.47,215.0,1,18,34.0,1,18,34.0,1,18,3.4,1,18,2.5562
3,22,Dynamic,135.51,264.01,263.88,436.47,215.0,1,18,17.0,1,18,17.1537,1,18,1.7,1,18,1.2781
3,23,Offensive,297.02,162.38,26.81,116.36,274.1,1,28,36.5276,1,28,36.5276,1,33,85.2261,1,28,12.084
3,23,Neutral,297.02,162.38,26.81,116.36,274.1,1,28,45.5276,1,28,45.5276,1,33,86.2928,1,28,16.112
3,23,Defensive,297.02,162.38,26.81,116.36,274.1,1,28,63.5276,1,28,63.5276,1,33,88.4261,1,36,24.1131
3,23,Dynamic,297.02,162.38,26.81,116.36,274.1,1,28,38.1942,1,28,38.1942,1,33,85.3594,1,28,18.3451
3,24,Offensive,69.44,347.87,415.93,182.04,384.13,1,39,40.6483,1,39,40.6483,1,48,25.6292,1,38,10.3552
3,24,Neutral,69.44,347.87,415.93,182.04,384.13,1,39,53.315,1,39,53.315,1,48,27.1959,1,39,11.4195
3,24,Defensive,69.44,347.87,415.93,182.04,384.13,1,38,78.0639,1,38,78.0639,1,48,30.3292,1,39,16.0354
3,24,Dynamic,69.44,347.87,415.93,182.04,384.13,1,39,40.9817,1,39,40.9817,1,48,25.6625,1,38,11.0367
3,25,Offensive,383.87,23.01,187.63,410.51,434.36,1,42,42.8082,1,43,43.0284,1,43,12.9831,1,42,7.9577
3,25,Neutral,383.87,23.01,187.63,410.51,434.36,1,40,56.2956,1,40,56.2956,1,43,14.3831,1,43,9.8167
3,25,Defensive,383.87,23.01,187.63,410.51,434.36,1,40,82.2956,1,40,82.2956,1,43,17.1831,1,43,14.7251
3,25,Dynamic,383.87,23.01,187.63,410.51,434.36,1,42,42.8082,1,43,43.0284,1,43,12.9831,1,42,7.9577
3,26,Offensive,429.53,77.65,246.43,479.82,441.89,1,46,51.9257,1,46,52.4608,1,65,50.5864,1,47,17.4602
3,26,Neutral,429.53,77.65,246.43,479.82,441.89,1,46,66.9257,1,46,66.9257,1,65,52.7197,1,48,20.3447
3,26,Defensive,429.53,77.65,246.43,479.82,441.89,1,45,96.8099,1,45,96.8099,1,65,56.9864,1,48,29.0113
3,26,Dynamic,429.53,77.65,246.43,479.82,441.89,1,46,52.5924,1,46,53.1274,1,65,50.6197,1,47,19.5031
3,27,Offensive,348.8,397.67,466.1,191.62,237.09,1,24,31.1192,1,24,31.1433,1,50,4.9,1,24,9.9665
3,27,Neutral,348.8,397.67,466.1,191.62,237.09,1,24,38.7859,1,24,38.7859,1,50,6.5333,1,24,13.2887
3,27,Defensive,348.8,397.67,466.1,191.62,237.09,1,24,54.1192,1,24,54.1192,1,37,9.3524,1,37,7.8071
3,27,Dynamic,348.8,397.67,466.1,191.62,237.09,1,24,31.7859,1,24,31.81,1,50,4.9,1,24,11.6602
3,28,Offensive,366.69,82.5,139.56,43.04,230.53,1,24,23.0,1,24,23.0,1,24,2.3,1,24,1.7913
3,28,Neutral,366.69,82.5,139.56,43.04,230.53,1,24,30.6667,1,24,30.6667,1,24,3.0667,1,24,2.3884
3,28,Defensive,366.69,82.5,139.56,43.04,230.53,1,24,46.0,1,24,46.0,1,24,4.6,1,24,3.5825
